LeadCreated,VendorLeadID,CallStatus,WidgetName,PublisherZoneName,PublisherCampaignName,AddressScore,PhoneScore,AdvertiserCampaignName,State,DebtLevel,Partner,ReferralDomain,MarketingCampaign,AdGroup,Keyword,SearchQuery,QualityGroup,GoodLeadFlag,ClosedLeadFlag,Month,Quarter,Year
25-09-2009,309D38BD-DD51-4174-A02E-621746F18797,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,4,2,Debt Settlement1 Master,FL,7500-10000,yahoo,studentdebtconsolidate.org,DebtReductionInc,Student Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
29-06-2009,8wAS94Hdr0Kl-8O7KYMHsQ,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,4,Debt Settlement1 Master,LA,50001-70000,yahoo,search.yahoo.com,DebtReductionInc,Student Debt - high volume,Unknown,community debt student loans,Bad,0,0,2009-06,2009Q2,2009
28-07-2009,524F3457-A614-40E2-9DE8-C8A85A3CD581,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,3,2,Debt Settlement1 Master,FL,7500-10000,google,pagead2.googlesyndication.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
17-04-2009,F2A2EA2C-6BB7-4CD7-BD79-99F09724093A,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,20001-30000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
22-04-2009,A80FA1F5-9F04-4B94-AEC3-B3ED74B5F3F2,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-15000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debts,government loan to pay debt,Unknown,0,0,2009-04,2009Q2,2009
29-06-2009,5B064528-CFA9-478D-9B03-2120B8A1016C,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,4,Debt Settlement1 Master,AR,90000-100000,yahoo,search.yahoo.com,state,Filing Bankrupcy,Unknown,filing bankruptcy in AR,Unknown,0,0,2009-06,2009Q2,2009
05-04-2009,E4dW8HLA_0eFZHfJ6yIuGQ,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MT,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Bankruptcy,Unknown,how do i file credit card bankruptcy,Bad,0,0,2009-04,2009Q2,2009
15-06-2009,98C7792B-F524-4C14-AAF2-ECCD3E818031,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
30-09-2009,9AD71AE4-46CF-4992-9123-E2DF4CE88397,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,3,3,Debt Settlement1 Master,SD,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Credit Debt Consolidation,Unknown,consumer credit card bailout,Unknown,0,0,2009-09,2009Q3,2009
24-05-2009,E39B9D27-4929-4B2F-B51F-7D2A4477C2EB,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NV,50001-70000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
27-04-2009,GHgxdu9UgE6FQHJe6bhOFw,Closed,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Dedt cures,dedt cures,Closed,1,1,2009-04,2009Q2,2009
18-08-2009,91C818AA-7CF9-463C-84A6-3F08A6B92729,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,MO,20001-30000,google,www.ehow.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-08,2009Q3,2009
17-06-2009,9A62412B-9DE2-4434-94DC-65047F5758DE,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,10001-15000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
24-04-2009,m57wBbltuESTzYYDr10-nw,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,90000-100000,yahoo,www.federaldebtrelief.com,DebtReductionInc,General Debt,Unknown,Unknown,Bad,0,0,2009-04,2009Q2,2009
16-07-2009,836BC99E-B354-49FA-928F-4837EBC1B2A1,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,LA,10001-15000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,free debt relief letters,Unknown,0,0,2009-07,2009Q3,2009
30-07-2009,YZAQizFRLE2E8oKyoWfK7g,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,LA,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,debit consolidators,Bad,0,0,2009-07,2009Q3,2009
09-06-2009,60BC5498-9FD3-4078-9846-3310C8BF1B03,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AR,30001-50000,Google,collegesavings.about.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
20-09-2009,0DA07F98-CC5C-450C-9EEE-AB643D3DD14A,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CT,10001-15000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt cures,debt cures,Unknown,0,0,2009-09,2009Q3,2009
01-05-2009,E67C936B-8F10-40FC-9EFD-F7A1343CE9A4,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Stop Collections,Unknown,nco collections,Unknown,0,0,2009-05,2009Q2,2009
22-07-2009,852DA886-6A77-432F-9456-BACA7ECD0DF1,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,VA,7500-10000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
17-05-2009,5BB57FB0-A821-4ACD-86B7-F3DD27740CDB,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,7500-15000,google,www.google.com,Debt General,Lower Payments,Credit card payments,www.chase.com creditcards payment,Unknown,0,0,2009-05,2009Q2,2009
26-04-2009,015B2A45-058A-436B-AB7B-2A83445AF37B,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,20001-30000,google,www.google.com,Credit,How,How to fix your credit,credit repair,Unknown,0,0,2009-04,2009Q2,2009
18-05-2009,4D9CCAEE-D8DC-414A-9915-9C811AA6906E,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,30001-50000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
13-05-2009,77032453-08CA-4CB2-A03F-6F19FE5EA696,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MI,7500-15000,google,googleads.g.doubleclick.net,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-05,2009Q2,2009
08-06-2009,DA05D17B-6329-44A0-9224-6448D8B1C797,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MI,30001-50000,yahoo,freefromdebt.com,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
13-04-2009,JUb6_ncQB0OSNoU7ArQsWw,EP Confirmed,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,7500-15000,google,www.google.com,Debt General,Lower Payments,Credit card payments,providian credit card payment,Good,1,0,2009-04,2009Q2,2009
10-05-2009,CWA6pa1bXk6G5MNtk5Hy4w,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MA,More_than_100000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation,Unknown,debt consolidation on secured debt,Bad,0,0,2009-05,2009Q2,2009
07-04-2009,mPbTrMGnTUKCEwWda-C-FA,Closed,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,OR,7500-15000,google,search.mywebsearch.com,Debt General,Lower Payments,Credit card payments,Unknown,Closed,1,1,2009-04,2009Q2,2009
10-04-2009,5DE9E78C-1E99-4B74-863B-F0D8CE770BFA,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,OR,7500-15000,AdKnowledge,us.mc391.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
30-06-2009,tVCCNOyF8kyLsnY-EzsTUg,Closed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,AZ,70001-90000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Closed,1,1,2009-06,2009Q2,2009
15-06-2009,d-xYjFznEkyD_Hpi4gO3gg,Closed,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NE,30001-50000,AdKnowledge,www.bing.com,Financial Services,Consolidate,Unknown,debt reli,Closed,1,1,2009-06,2009Q2,2009
25-04-2009,60851ACB-06F8-48A0-9C92-1C661FAF79BD,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MI,7500-15000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
25-09-2009,9494186A-B413-4732-9A12-C47AE5AF53C0,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,AL,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,debt consolidation,Unknown,0,0,2009-09,2009Q3,2009
10-08-2009,15FBC9BE-E10E-4163-ACFD-E494456AC0BA,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CA,30001-50000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
29-06-2009,A7C15689-5CA3-4A27-8E97-8B194F91B490,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,TX,50001-70000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Consumer debt initiative,consumer debt initiative scam,Unknown,0,0,2009-06,2009Q2,2009
15-08-2009,cqSazKvQF0q5GitNQesm1A,Closed,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,TX,15001-20000,AdKnowledge,us.mc448.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Closed,1,1,2009-08,2009Q3,2009
31-05-2009,31657552-620E-4596-A1B3-2C1B0FF4CDA9,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,VA,10001-15000,yahoo,search.yahoo.com,DebtReductionInc,Debt Consolidation Loan,Unknown,what is a good loan to business debt consolidation debt,Unknown,0,0,2009-05,2009Q2,2009
29-05-2009,F4AE517F-D004-4AF7-8A15-EB4B5828985A,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,OR,20001-30000,yahoo,Unknown,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
08-06-2009,297AC87D-3019-4FF2-BB42-FBE1955A47E5,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MI,15001-20000,yahoo,wwww11.charter.net,state,Debt Settlement Companies,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
15-07-2009,H48KxmEHCkCoaEKZ7DgUaQ,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,2,3,Debt Settlement1 Master,MA,10001-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
10-07-2009,12F7626A-FFC8-46C9-B457-0C645810B561,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,5,creditsolutions-branded-shortform,FL,7500-10000,Google,Unknown,state,Debt Negotiation,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
08-06-2009,6qoRIw98tUa0b0wPMwYhEA,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,20001-30000,yahoo,www.megasearch.biz,DebtReductionInc,Debt Reduction,Unknown,Unknown,Bad,0,0,2009-06,2009Q2,2009
14-08-2009,09839C21-5FBE-4FB1-8F3E-995824596685,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,FL,10001-15000,AdKnowledge,us.mc370.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
05-09-2009,q3MkZuG_wkeKcibFpycUUA,EP Confirmed,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,OR,50001-70000,AdKnowledge,www.bing.com,Financial Services,Consolidate,Unknown,consumer debt advocate,Good,1,0,2009-09,2009Q3,2009
23-09-2009,E01B9AB9-DE8A-4C25-8A80-78489ED6A155,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,WA,70001-90000,google,www.google.com,Debt Volume,Debt,Debt,legally clear your debt as seen on msnbc,Unknown,0,0,2009-09,2009Q3,2009
27-04-2009,vnCdWM0BFUClK3lvp8gM3g,Unable to contact - Bad Contact Information,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Consumer debt initiative,Consumer Debt Initiative,Bad,0,0,2009-04,2009Q2,2009
03-05-2009,D9521384-3E75-4101-BB8D-A2D6D7B20498,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MD,30001-50000,yahoo,search.yahoo.com,state,About Debt Consolidation,Unknown,debt consalidations in md,Unknown,0,0,2009-05,2009Q2,2009
13-04-2009,1E1BC33A-67E1-47A1-B267-5A5F374FE8C7,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NE,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt,Unknown,how to settle with creditors,Unknown,0,0,2009-04,2009Q2,2009
11-07-2009,F6714C8A-B2E7-4719-AC3D-E22BB6DC8205,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,IL,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,debt help companies,Unknown,0,0,2009-07,2009Q3,2009
10-04-2009,477F866B-C096-4A33-BAA5-39DFD1DA60E0,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IL,20001-30000,AdKnowledge,us.mc462.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
23-08-2009,7041D397-7B5B-4944-BE66-24227D387253,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,4,4,Debt Settlement1 Master,TX,7500-10000,AdKnowledge,by120w.bay120.mail.live.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
11-04-2009,6B49203F-5474-4DBE-B4DB-BFAE0221F5D3,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IL,15001-20000,yahoo,www.consolidationcompanies.com,DebtReductionInc,Debt Company - high volume,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
05-05-2009,D7D815AF-4F18-414E-8A52-57B324075061,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,70001-90000,google,www.google.com,Debt General,Loan Default,Loan default help,default student loan help,Unknown,0,0,2009-05,2009Q2,2009
08-07-2009,C5EAE677-0654-4042-8A5A-E9C37E4172D0,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,,5,Debt Settlement1 Master,CA,7500-10000,google,www.ehow.com,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
31-07-2009,R6nTS0--tku-IrS7L4ZwKg,EP Confirmed,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MA,20001-30000,google,www.google.com,Debt Volume,Debt,Debt,"10,000.00 in debt",Good,1,0,2009-07,2009Q3,2009
30-04-2009,U_uWCQ3-rE6cq2tjFtqDMw,EP Confirmed,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,More_than_100000,yahoo,www.thefreedictionary.com,DebtReductionInc,Personal Debt,Unknown,Unknown,Good,1,0,2009-04,2009Q2,2009
20-05-2009,3D51704F-85BD-4DAA-BAE9-12484666DFD4,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,20001-30000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
09-06-2009,8A0D2C35-A3B0-4C05-9684-4931C1118704,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MO,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Consumer debt initiative,consumer debt initiative,Unknown,0,0,2009-06,2009Q2,2009
30-05-2009,0559F8B0-7823-4633-803B-C7FE890F9F06,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,AR,50001-70000,Google,www.usnews.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
17-05-2009,044FCFC4-49CE-46E5-90C9-C60C5F3E5172,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MO,20001-30000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
16-05-2009,42E9531D-77B3-43DF-81C6-6EADA232AD05,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-15000,yahoo,www.altavista.com,DebtReductionInc,Personal Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
15-05-2009,7A8EBA55-87DF-490F-9F72-18AAC1F5C4B3,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,AK,30001-50000,yahoo,wwk.searchresults.gci.net,state,Filing Bankrupcy,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
26-04-2009,80E2A485-46EE-48C2-8E1E-AF5D215D64BF,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AK,7500-15000,yahoo,www.ezcreditrepair.com,DebtReductionInc,General Debt,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
14-05-2009,8D09F440-4E94-4B26-8FA0-39456C249542,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,90000-100000,google,googleads.g.doubleclick.net,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-05,2009Q2,2009
21-04-2009,Sf_6FDkV9UyKVnaBbi55LQ,Closed,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,20001-30000,google,www.google.com,Credit,How,How to reduce credit card interest rates,how to decrease credit card interest rates,Closed,1,1,2009-04,2009Q2,2009
12-06-2009,5F3ABBFD-DAC7-4C13-AA33-BE15A1D1BC0E,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,AR,70001-90000,Google,wiki.answers.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
29-07-2009,77416ED2-9FFE-4073-94FE-039C481F5ED2,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,NY,7500-10000,google,search.aol.com,Debt Volume,Debt,Debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
19-05-2009,CBYRwk0b4kiuWRCekotxZQ,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,7500-15000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,http://creditcards.j3hh.info,Bad,0,0,2009-05,2009Q2,2009
19-07-2009,167FB44B-00EB-4364-B5E9-1E786A3959BB,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,NY,20001-30000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
13-06-2009,5F4C2246-4DE9-47B0-8F9F-9D07A3BF53CD,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,NY,7500-10000,google,www.lowpriceshopper.com,Debt General,Lower Payments,Credit card payments,Unknown,Unknown,0,0,2009-06,2009Q2,2009
13-04-2009,D145A1E3-7291-4B7E-A82A-0CD64F3316BC,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,20001-30000,google,search.rr.com,Debt General,Debt Collection,Debt collection in texas,Unknown,Unknown,0,0,2009-04,2009Q2,2009
23-08-2009,D5F2E5FC-59AE-499A-8592-1A80FC8728E6,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,3,creditsolutions-branded-shortform,TX,7500-10000,google,www.google.com,Debt General,Loan Default,Loans in default,ways around defaulted loans,Unknown,0,0,2009-08,2009Q3,2009
06-05-2009,EC21CC6D-8446-4A17-8F7A-2C03EE7FC81A,Unknown,w-300250-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,30001-50000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,credit card consolidation loans,Unknown,0,0,2009-05,2009Q2,2009
05-08-2009,C97FB136-FE6E-4804-857D-74E471489EEF,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,TX,7500-10000,google,finance.kosmix.com,Debt General,Lower Payments,Credit card payments,Unknown,Unknown,0,0,2009-08,2009Q3,2009
